2.99,22.46,40.77,334.00,272.00,521.00,548.00,584.00,727.00,644.00,737.00,737.00,737.00,737.00,737.00
3.1,22.46,40.77,333.0,272.0,521.0,548.0,583.0,727.0,643.0,736.0,736.0,736.0,736.0,736.0
3.13,22.46,40.77,334.0,272.0,519.0,547.0,584.0,728.0,643.0,736.0,736.0,736.0,736.0,736.0
3.13,22.46,40.77,334.0,272.0,519.0,547.0,584.0,728.0,643.0,736.0,736.0,736.0,736.0,736.0
3.64,22.46,40.77,335.0,271.0,521.0,549.0,583.0,726.0,643.0,736.0,736.0,736.0,736.0,736.0
3.64,22.46,40.77,335.0,271.0,521.0,549.0,583.0,726.0,643.0,736.0,736.0,736.0,736.0,736.0
3.64,22.46,40.77,335.0,271.0,521.0,549.0,583.0,726.0,643.0,736.0,736.0,736.0,736.0,736.0
3.7,22.46,40.77,333.0,272.0,522.0,548.0,583.0,726.0,643.0,736.0,736.0,736.0,736.0,736.0
3.8,22.46,40.77,333.0,271.0,520.0,549.0,584.0,726.0,643.0,736.0,736.0,736.0,736.0,736.0
3.9,22.46,40.77,334.0,272.0,521.0,549.0,583.0,726.0,643.0,737.0,737.0,737.0,737.0,737.0
4.01,22.46,40.77,334.0,272.0,520.0,547.0,583.0,727.0,644.0,736.0,736.0,736.0,736.0,736.0
4.11,22.46,40.77,334.0,272.0,520.0,547.0,584.0,727.0,643.0,737.0,737.0,737.0,737.0,737.0
4.21,22.46,40.77,335.0,272.0,521.0,548.0,583.0,727.0,643.0,736.0,736.0,736.0,736.0,736.0
4.3,22.46,40.77,334.0,272.0,522.0,548.0,582.0,726.0,643.0,737.0,737.0,737.0,737.0,737.0
4.4,22.46,40.77,334.0,272.0,520.0,548.0,584.0,728.0,643.0,736.0,736.0,736.0,736.0,736.0
4.5,22.46,40.77,334.0,272.0,519.0,547.0,584.0,728.0,643.0,736.0,736.0,736.0,736.0,736.0
4.6,22.46,40.77,334.0,271.0,521.0,549.0,584.0,727.0,643.0,736.0,736.0,736.0,736.0,736.0
4.7,22.46,40.77,334.0,272.0,521.0,548.0,583.0,727.0,643.0,736.0,736.0,736.0,736.0,736.0
4.8,22.46,40.77,334.0,272.0,520.0,548.0,583.0,727.0,643.0,736.0,736.0,736.0,736.0,736.0
4.9,22.46,40.77,334.0,272.0,520.0,548.0,583.0,726.0,644.0,737.0,737.0,737.0,737.0,737.0
5.0,22.46,40.77,335.0,272.0,520.0,548.0,583.0,727.0,643.0,737.0,737.0,737.0,737.0,737.0
5.1,22.46,40.77,334.0,272.0,520.0,548.0,584.0,727.0,643.0,737.0,737.0,737.0,737.0,737.0
5.2,22.46,40.77,334.0,272.0,520.0,548.0,583.0,727.0,643.0,736.0,736.0,736.0,736.0,736.0
5.3,22.46,40.77,334.0,271.0,522.0,548.0,584.0,726.0,643.0,736.0,736.0,736.0,736.0,736.0
5.4,22.46,40.77,336.0,271.0,521.0,549.0,583.0,727.0,643.0,736.0,736.0,736.0,736.0,736.0
5.5,22.46,40.77,334.0,271.0,520.0,546.0,584.0,727.0,643.0,736.0,736.0,736.0,736.0,736.0
5.6,22.46,40.77,334.0,273.0,521.0,547.0,583.0,727.0,643.0,737.0,737.0,737.0,737.0,737.0
5.7,22.46,40.73,333.0,271.0,522.0,549.0,583.0,726.0,643.0,736.0,736.0,736.0,736.0,736.0
5.8,22.46,40.73,333.0,271.0,521.0,549.0,583.0,726.0,643.0,736.0,736.0,736.0,736.0,736.0
5.91,22.46,40.73,334.0,271.0,520.0,547.0,584.0,727.0,643.0,736.0,736.0,736.0,736.0,736.0
6.0,22.46,40.73,335.0,271.0,520.0,547.0,584.0,728.0,643.0,736.0,736.0,736.0,736.0,736.0
6.1,22.46,40.73,334.0,272.0,520.0,548.0,582.0,726.0,644.0,737.0,737.0,737.0,737.0,737.0
6.2,22.46,40.73,335.0,272.0,520.0,547.0,584.0,727.0,644.0,737.0,737.0,737.0,737.0,737.0
6.3,22.46,40.73,334.0,272.0,520.0,548.0,583.0,727.0,643.0,737.0,737.0,737.0,737.0,737.0
6.4,22.46,40.73,334.0,272.0,521.0,547.0,584.0,727.0,644.0,737.0,737.0,737.0,737.0,737.0
6.5,22.46,40.73,335.0,272.0,521.0,547.0,583.0,727.0,643.0,737.0,737.0,737.0,737.0,737.0
6.6,22.46,40.73,335.0,272.0,521.0,548.0,583.0,726.0,643.0,737.0,737.0,737.0,737.0,737.0
6.7,22.46,40.77,333.0,271.0,520.0,548.0,584.0,727.0,643.0,736.0,736.0,736.0,736.0,736.0
6.8,22.46,40.77,333.0,271.0,520.0,549.0,584.0,726.0,642.0,736.0,736.0,736.0,736.0,736.0
6.9,22.46,40.77,334.0,272.0,520.0,549.0,584.0,727.0,643.0,736.0,736.0,736.0,736.0,736.0
