3.92,22.44,40.53,342.00,275.00,531.00,598.00,593.00,739.00,665.00,759.00,759.00,759.00,759.00,759.00
3.92,22.44,40.53,342.0,275.0,531.0,598.0,593.0,739.0,665.0,759.0,759.0,759.0,759.0,759.0
3.92,22.44,40.53,342.0,275.0,531.0,598.0,593.0,739.0,665.0,759.0,759.0,759.0,759.0,759.0
3.92,22.44,40.53,342.0,275.0,531.0,598.0,593.0,739.0,665.0,759.0,759.0,759.0,759.0,759.0
3.92,22.44,40.53,342.0,275.0,531.0,598.0,593.0,739.0,665.0,759.0,759.0,759.0,759.0,759.0
3.92,22.44,40.53,342.0,275.0,531.0,598.0,593.0,739.0,665.0,759.0,759.0,759.0,759.0,759.0
3.92,22.44,40.53,342.0,275.0,531.0,598.0,593.0,739.0,665.0,759.0,759.0,759.0,759.0,759.0
3.92,22.44,40.53,342.0,275.0,531.0,598.0,593.0,739.0,665.0,759.0,759.0,759.0,759.0,759.0
3.92,22.44,40.53,342.0,275.0,531.0,598.0,593.0,739.0,665.0,759.0,759.0,759.0,759.0,759.0
3.92,22.44,40.53,342.0,275.0,531.0,598.0,593.0,739.0,665.0,759.0,759.0,759.0,759.0,759.0
4.0,22.44,40.53,344.0,276.0,531.0,599.0,594.0,739.0,660.0,755.0,755.0,755.0,755.0,755.0
4.1,22.44,40.53,343.0,276.0,531.0,598.0,594.0,739.0,661.0,756.0,756.0,756.0,756.0,756.0
4.2,22.45,40.53,344.0,275.0,531.0,598.0,593.0,739.0,665.0,759.0,759.0,759.0,759.0,759.0
4.3,22.45,40.53,343.0,276.0,531.0,597.0,593.0,739.0,665.0,759.0,759.0,759.0,759.0,759.0
4.4,22.45,40.53,344.0,275.0,531.0,598.0,593.0,739.0,666.0,759.0,759.0,759.0,759.0,759.0
4.5,22.45,40.53,344.0,276.0,531.0,597.0,593.0,738.0,666.0,759.0,759.0,759.0,759.0,759.0
4.6,22.45,40.53,344.0,275.0,531.0,597.0,594.0,740.0,666.0,759.0,759.0,759.0,759.0,759.0
4.7,22.45,40.53,341.0,275.0,530.0,597.0,593.0,739.0,665.0,759.0,759.0,759.0,759.0,759.0
4.8,22.45,40.53,342.0,275.0,531.0,598.0,593.0,739.0,665.0,759.0,759.0,759.0,759.0,759.0
4.9,22.45,40.53,342.0,275.0,530.0,597.0,594.0,741.0,665.0,758.0,758.0,758.0,758.0,758.0
4.99,22.45,40.53,342.0,276.0,531.0,597.0,594.0,739.0,665.0,759.0,759.0,759.0,759.0,759.0
5.1,22.45,40.53,341.0,275.0,531.0,597.0,593.0,739.0,666.0,759.0,759.0,759.0,759.0,759.0
5.19,22.45,40.53,343.0,275.0,531.0,597.0,594.0,738.0,664.0,759.0,759.0,759.0,759.0,759.0
5.29,22.44,40.57,343.0,275.0,531.0,598.0,594.0,739.0,663.0,759.0,759.0,759.0,759.0,759.0
5.39,22.44,40.57,344.0,276.0,531.0,598.0,594.0,739.0,660.0,755.0,755.0,755.0,755.0,755.0
5.49,22.44,40.57,343.0,276.0,532.0,599.0,594.0,739.0,661.0,756.0,756.0,756.0,756.0,756.0
5.61,22.44,40.57,343.0,275.0,531.0,597.0,594.0,738.0,665.0,760.0,760.0,760.0,760.0,760.0
5.71,22.44,40.57,344.0,275.0,530.0,597.0,594.0,738.0,665.0,759.0,759.0,759.0,759.0,759.0
5.81,22.44,40.57,343.0,276.0,530.0,597.0,593.0,739.0,665.0,759.0,759.0,759.0,759.0,759.0
5.89,22.44,40.57,344.0,275.0,531.0,597.0,593.0,739.0,665.0,760.0,760.0,760.0,760.0,760.0
6.01,22.44,40.57,343.0,275.0,531.0,598.0,594.0,738.0,664.0,759.0,759.0,759.0,759.0,759.0
6.11,22.44,40.57,345.0,275.0,531.0,598.0,593.0,738.0,665.0,759.0,759.0,759.0,759.0,759.0
6.21,22.44,40.57,342.0,275.0,531.0,598.0,593.0,739.0,666.0,760.0,760.0,760.0,760.0,760.0
6.31,22.44,40.57,343.0,275.0,531.0,597.0,593.0,738.0,665.0,760.0,760.0,760.0,760.0,760.0
6.4,22.44,40.57,344.0,276.0,531.0,597.0,593.0,738.0,666.0,759.0,759.0,759.0,759.0,759.0
6.5,22.44,40.57,343.0,275.0,531.0,598.0,594.0,738.0,665.0,760.0,760.0,760.0,760.0,760.0
6.6,22.44,40.57,342.0,275.0,531.0,597.0,594.0,739.0,666.0,759.0,759.0,759.0,759.0,759.0
6.7,22.44,40.57,342.0,275.0,531.0,597.0,594.0,738.0,664.0,759.0,759.0,759.0,759.0,759.0
6.8,22.44,40.57,344.0,276.0,532.0,599.0,595.0,740.0,660.0,754.0,754.0,754.0,754.0,754.0
