time,X10,X11,X4,X5,X6,X7,X8,X9
1,644,737,334,272,521,548,584,727
2,643,736,333,272,521,548,583,727
3,643,736,334,272,519,547,584,728
4,643,736,334,272,519,547,584,728
5,643,736,335,271,521,549,583,726
6,643,736,335,271,521,549,583,726
7,643,736,335,271,521,549,583,726
8,643,736,333,272,522,548,583,726
9,643,736,333,271,520,549,584,726
10,643,737,334,272,521,549,583,726
11,644,736,334,272,520,547,583,727
12,643,737,334,272,520,547,584,727
13,643,736,335,272,521,548,583,727
14,643,737,334,272,522,548,582,726
15,643,736,334,272,520,548,584,728
16,643,736,334,272,519,547,584,728
17,643,736,334,271,521,549,584,727
18,643,736,334,272,521,548,583,727
19,643,736,334,272,520,548,583,727
20,644,737,334,272,520,548,583,726
21,643,737,335,272,520,548,583,727
22,643,737,334,272,520,548,584,727
23,643,736,334,272,520,548,583,727
24,643,736,334,271,522,548,584,726
25,643,736,336,271,521,549,583,727
26,643,736,334,271,520,546,584,727
27,643,737,334,273,521,547,583,727
28,643,736,333,271,522,549,583,726
29,643,736,333,271,521,549,583,726
30,643,736,334,271,520,547,584,727
31,643,736,335,271,520,547,584,728
32,644,737,334,272,520,548,582,726
33,644,737,335,272,520,547,584,727
34,643,737,334,272,520,548,583,727
35,644,737,334,272,521,547,584,727
36,643,737,335,272,521,547,583,727
37,643,737,335,272,521,548,583,726
38,643,736,333,271,520,548,584,727
39,642,736,333,271,520,549,584,726
40,643,736,334,272,520,549,584,727
41,643,736,334,272,520,549,583,727
42,643,737,336,272,521,549,583,726
43,643,736,333,272,521,549,584,727
44,643,736,333,272,520,548,584,727
45,643,736,333,271,520,548,584,727
46,644,737,335,273,521,548,584,727
47,644,738,334,272,520,548,583,726
48,643,736,333,272,521,549,584,726
49,643,737,334,273,521,549,584,727
50,643,736,335,272,520,548,584,727
51,643,737,334,272,521,548,584,726
52,644,737,334,272,521,548,584,727
53,643,737,333,272,521,548,583,726
54,644,738,335,272,520,548,583,727
55,644,737,334,272,521,548,583,726
56,643,736,334,271,520,548,584,727
57,644,737,335,272,520,548,584,726
58,644,737,334,272,521,548,584,727
59,643,737,334,272,521,549,584,726
60,643,737,334,272,521,549,584,727
61,643,737,334,271,521,550,584,726
62,643,737,334,272,521,549,584,727
63,644,737,334,272,521,549,584,726
64,643,737,334,272,519,548,584,727
65,643,737,334,272,520,550,584,727
66,644,738,334,272,521,548,584,726
67,644,737,334,272,520,549,585,727
68,643,737,334,271,522,549,584,727
69,643,738,335,271,522,549,584,726
70,644,738,335,272,521,549,584,727
71,645,738,335,273,521,549,584,726
72,644,738,334,272,521,549,584,727
73,645,738,334,273,522,550,584,726
74,645,739,334,272,522,549,583,726
75,644,738,334,272,522,550,584,726
76,644,738,333,272,521,550,584,726
77,644,738,334,272,521,550,584,727
78,644,738,335,271,521,550,585,727
79,645,739,336,272,521,549,585,727
80,645,739,334,272,521,549,584,727
81,645,739,335,272,520,549,585,727
82,645,738,334,272,522,550,584,726
83,645,739,334,272,522,550,584,726
84,644,738,336,271,522,550,584,726
85,645,738,335,271,521,550,585,727
86,646,739,336,272,521,550,585,727
87,645,739,335,273,519,549,586,727
88,645,739,335,271,521,550,585,727
89,646,739,334,271,522,550,585,726
90,645,739,336,272,522,550,584,726
91,645,739,334,272,521,550,585,727
92,645,739,335,272,520,550,585,727
93,645,739,335,272,521,551,585,727
94,646,740,335,272,521,550,584,726
95,646,740,335,273,520,550,585,727
96,646,739,336,272,521,550,585,727
97,647,741,335,273,521,550,585,727
98,647,740,335,273,521,550,585,727
99,646,740,335,272,521,550,586,726
100,646,740,335,272,522,551,585,727
101,646,741,335,272,521,550,585,727
102,646,740,336,273,520,549,585,728
103,647,741,337,273,522,550,585,727
104,647,740,335,272,522,551,586,727
105,647,741,336,273,521,550,585,727
106,646,740,334,272,522,552,585,727
107,647,741,336,273,522,551,585,727
108,647,740,335,272,521,551,586,728
109,647,741,335,272,522,551,587,727
110,647,741,335,273,521,551,586,727
111,647,741,335,271,522,551,587,728
112,647,741,335,272,522,552,586,727
113,648,741,335,272,520,550,587,729
114,647,742,335,272,522,551,586,728
115,647,742,335,272,522,552,586,727
116,647,741,334,271,523,552,586,727
117,647,741,335,272,521,551,587,728
118,647,741,336,272,521,551,587,728
119,647,741,335,272,521,551,587,728
120,647,741,335,272,521,551,587,728
121,647,741,335,272,522,552,587,728
122,648,742,336,273,521,551,587,728
123,648,742,336,273,522,551,587,728
124,648,742,336,272,522,551,587,728
125,648,742,335,271,522,552,587,728
126,648,742,335,272,521,551,587,729
127,649,743,335,273,522,552,587,728
128,649,743,335,272,522,551,587,728
129,648,742,335,273,522,552,587,728
130,649,743,336,272,521,552,587,728
131,648,742,335,273,522,553,588,728
132,647,742,335,272,523,553,588,729
133,648,742,335,272,521,552,588,729
134,648,743,335,272,523,553,588,728
135,649,743,335,272,521,552,588,729
136,649,743,336,273,523,552,587,728
137,649,744,335,272,522,552,587,729
138,648,743,335,272,523,553,587,728
139,649,743,336,272,522,552,588,729
140,648,743,337,272,522,553,588,729
141,648,743,337,272,522,553,588,729
142,649,744,335,273,523,553,587,728
143,649,743,336,272,522,553,588,729
144,649,743,336,273,521,552,589,730
145,649,743,336,272,522,553,588,729
146,648,743,335,272,523,554,587,728
147,649,743,335,272,522,554,589,729
148,649,743,336,272,522,553,589,729
149,649,743,335,272,524,554,588,729
150,649,743,336,273,523,553,588,729
151,649,743,337,273,523,553,588,729
152,649,744,336,273,523,554,587,728
