time,X10,X11,X4,X5,X6,X7,X8,X9
1,629,719,331,273,518,572,566,700
2,630,719,331,274,518,571,566,700
3,630,719,333,273,518,571,566,701
4,630,719,331,273,518,571,565,700
5,630,719,331,274,517,571,566,701
6,630,719,332,274,519,571,566,700
7,630,719,331,274,518,571,566,700
8,630,718,331,274,518,572,566,700
9,630,719,331,274,518,571,565,700
10,630,719,331,274,518,571,566,701
11,629,719,333,273,518,571,565,701
12,629,718,332,274,518,571,566,701
13,630,719,333,274,519,572,566,701
14,629,719,331,273,518,572,565,700
15,629,719,331,273,518,572,566,701
16,630,720,333,273,518,572,565,700
17,630,719,331,274,518,571,566,701
18,630,719,331,273,518,572,565,701
19,630,719,331,273,518,571,566,700
20,630,719,331,273,518,571,565,700
21,630,719,332,273,518,571,566,700
22,630,719,332,274,518,571,566,700
23,629,719,331,273,518,571,566,701
24,630,719,331,274,518,571,565,701
25,630,719,331,274,518,571,566,700
26,630,720,334,274,518,571,566,701
27,630,719,331,274,518,571,566,701
28,630,719,333,274,518,571,566,701
29,630,719,331,274,518,571,566,700
30,630,719,331,274,518,571,566,700
31,630,720,332,274,518,571,566,700
32,630,719,331,274,518,571,566,700
33,630,720,331,273,518,571,566,700
34,630,719,331,274,518,571,566,700
35,630,719,331,274,518,571,566,700
36,630,719,333,273,519,571,566,701
37,631,720,331,274,518,571,566,700
38,630,720,331,273,518,571,566,701
39,630,720,331,274,518,570,566,701
40,631,719,331,274,519,571,566,701
41,630,720,331,274,519,571,566,701
42,630,719,331,273,518,571,566,701
43,630,720,331,273,518,571,566,701
44,631,719,331,273,518,571,566,701
45,631,720,331,273,519,571,566,701
46,631,720,331,274,518,571,567,701
47,630,720,332,273,518,571,566,700
48,630,720,333,273,518,571,566,701
49,631,720,331,273,518,571,566,701
50,630,720,331,274,519,571,566,700
51,631,720,331,274,518,571,566,700
52,631,720,331,274,518,571,566,701
53,631,720,331,273,519,571,566,701
54,631,720,332,273,519,571,566,701
55,631,720,332,274,519,571,566,701
56,631,720,331,273,518,571,567,700
57,631,720,331,273,518,571,566,701
58,631,720,332,274,518,571,567,701
59,631,721,332,273,518,571,567,701
60,631,720,331,274,519,571,566,701
61,631,721,334,274,519,571,566,701
62,631,721,331,273,518,571,566,701
63,631,720,331,274,518,571,567,701
64,631,721,332,274,519,571,566,701
65,632,721,331,274,519,571,566,701
66,631,721,332,273,519,571,566,701
67,631,721,331,274,519,571,567,701
68,631,720,331,274,518,571,567,701
69,632,721,332,274,518,572,567,701
70,632,721,332,273,519,571,566,701
71,631,721,331,273,518,571,567,701
72,631,721,333,273,518,571,567,701
73,631,721,332,273,518,571,567,701
74,631,721,334,273,519,571,567,701
75,631,721,332,273,518,572,567,701
76,632,721,331,273,518,571,567,701
77,632,721,331,273,518,572,567,701
78,632,722,333,274,519,572,567,701
79,632,721,331,273,519,572,567,702
80,632,721,331,273,519,571,567,701
81,632,722,331,274,518,572,567,701
82,632,722,332,273,519,572,567,701
83,632,722,332,273,518,572,567,701
84,632,722,332,273,519,572,567,701
85,632,722,332,273,520,572,567,701
86,632,722,331,273,519,572,567,702
87,632,722,332,273,519,571,567,702
88,632,721,332,274,519,572,567,702
89,632,723,332,274,519,572,567,701
90,633,722,333,274,519,572,567,702
91,632,722,332,273,519,572,568,701
92,632,722,332,273,519,572,567,702
93,632,722,331,273,519,572,567,702
94,632,722,332,273,518,572,568,702
95,633,722,332,274,519,572,568,702
96,633,722,332,274,519,572,568,702
97,633,722,332,273,519,572,568,701
98,633,723,332,274,519,572,568,702
99,633,723,332,273,520,573,568,702
100,633,723,332,274,519,573,568,702
