time,X10,X11,X4,X5,X6,X7,X8,X9
1,665,759,342,275,531,598,593,739
2,665,759,342,275,531,598,593,739
3,665,759,342,275,531,598,593,739
4,665,759,342,275,531,598,593,739
5,665,759,342,275,531,598,593,739
6,665,759,342,275,531,598,593,739
7,665,759,342,275,531,598,593,739
8,665,759,342,275,531,598,593,739
9,665,759,342,275,531,598,593,739
10,665,759,342,275,531,598,593,739
11,660,755,344,276,531,599,594,739
12,661,756,343,276,531,598,594,739
13,665,759,344,275,531,598,593,739
14,665,759,343,276,531,597,593,739
15,666,759,344,275,531,598,593,739
16,666,759,344,276,531,597,593,738
17,666,759,344,275,531,597,594,740
18,665,759,341,275,530,597,593,739
19,665,759,342,275,531,598,593,739
20,665,758,342,275,530,597,594,741
21,665,759,342,276,531,597,594,739
22,666,759,341,275,531,597,593,739
23,664,759,343,275,531,597,594,738
24,663,759,343,275,531,598,594,739
25,660,755,344,276,531,598,594,739
26,661,756,343,276,532,599,594,739
27,665,760,343,275,531,597,594,738
28,665,759,344,275,530,597,594,738
29,665,759,343,276,530,597,593,739
30,665,760,344,275,531,597,593,739
31,664,759,343,275,531,598,594,738
32,665,759,345,275,531,598,593,738
33,666,760,342,275,531,598,593,739
34,665,760,343,275,531,597,593,738
35,666,759,344,276,531,597,593,738
36,665,760,343,275,531,598,594,738
37,666,759,342,275,531,597,594,739
38,664,759,342,275,531,597,594,738
39,660,754,344,276,532,599,595,740
40,661,757,343,276,532,598,594,739
41,660,755,342,276,532,599,595,739
42,661,755,344,276,532,599,595,739
43,666,760,342,276,531,597,594,738
44,666,760,343,275,531,597,594,739
45,666,760,343,276,531,598,594,738
46,665,760,344,276,531,597,594,738
47,665,761,345,276,531,598,595,738
48,666,760,342,275,531,597,594,739
49,666,760,342,276,532,598,594,738
50,666,760,344,275,531,597,594,739
51,664,760,343,275,531,598,595,739
52,667,761,343,275,531,598,594,738
53,666,761,344,275,531,598,594,738
54,661,755,343,276,532,599,595,740
55,661,756,344,276,532,599,595,740
56,662,755,345,276,532,599,595,739
57,661,756,344,276,532,599,595,740
58,666,761,343,276,531,598,594,738
59,664,759,344,276,532,598,595,739
60,664,760,343,276,531,598,595,739
61,666,761,344,276,531,598,594,739
62,667,761,345,275,531,598,594,739
63,666,761,342,276,531,598,595,739
64,666,761,343,276,532,598,595,738
65,666,761,343,276,532,598,595,739
66,667,762,345,275,531,598,595,739
67,665,760,345,276,532,598,595,740
68,662,757,343,277,532,599,596,740
69,662,757,343,276,532,600,595,739
70,663,758,343,276,533,599,596,740
71,662,757,344,276,533,599,596,739
72,667,762,345,276,532,598,595,739
73,668,762,345,276,532,598,595,739
74,668,762,343,276,532,598,595,739
75,665,761,343,276,532,599,595,739
76,665,760,343,276,532,599,595,739
77,667,762,344,276,533,598,595,739
78,668,762,343,276,532,599,595,740
79,668,762,344,276,532,598,595,739
80,664,759,346,276,533,599,596,739
81,667,762,345,276,533,599,595,740
82,667,762,345,276,532,599,596,739
83,664,758,345,276,533,600,596,740
84,663,757,345,276,533,600,597,740
85,664,758,345,277,533,600,597,740
86,664,757,346,276,533,600,597,740
87,669,763,343,276,532,599,596,739
88,668,764,343,276,533,599,596,739
89,668,763,344,276,533,599,596,739
90,668,763,344,276,533,600,596,739
91,668,763,345,276,532,599,596,739
92,668,763,344,276,532,599,596,739
93,668,763,344,276,533,600,596,740
94,667,763,344,276,532,599,596,740
95,668,764,344,277,533,599,597,740
96,668,763,344,276,533,600,597,740
97,664,758,344,276,533,601,597,741
98,664,758,346,277,534,600,597,741
99,664,758,346,276,534,601,597,741
100,664,758,346,277,534,601,598,741
101,668,763,345,277,533,600,597,740
102,670,764,344,276,533,600,597,740
103,666,762,346,277,533,600,597,741
104,669,764,344,277,534,600,597,740
105,668,763,346,277,533,600,597,740
106,669,764,345,276,533,600,597,741
107,665,760,346,277,534,601,598,741
108,667,761,345,277,533,601,598,741
109,669,764,344,276,533,601,597,740
110,670,764,345,276,533,600,597,740
111,668,764,344,276,534,600,597,741
112,665,759,347,276,534,601,598,741
113,665,759,345,276,535,602,598,742
114,665,760,345,277,534,601,598,742
115,665,760,346,276,534,601,598,741
116,669,765,346,277,533,600,597,741
117,669,764,346,276,534,601,598,741
118,668,763,345,277,534,601,599,741
119,668,764,344,276,534,601,598,741
120,670,765,344,276,534,601,598,741
121,670,764,345,276,534,601,598,741
122,669,764,344,277,534,601,598,741
123,667,763,345,276,534,601,598,742
124,668,763,346,277,534,601,599,742
125,668,763,346,277,534,602,599,741
126,666,760,346,277,535,602,599,742
127,666,760,345,277,534,601,599,742
128,666,759,347,277,534,602,599,743
129,666,760,345,277,535,602,599,742
130,669,765,346,276,534,601,598,741
131,669,765,344,276,534,602,599,741
132,666,761,345,277,535,602,599,742
133,668,763,346,277,534,602,599,742
134,669,764,344,276,534,602,599,742
135,669,764,346,277,534,602,599,742
136,668,764,344,276,535,602,599,742
137,668,764,345,276,535,602,600,742
138,668,764,347,277,534,602,599,742
139,670,765,347,276,535,602,599,741
140,668,764,344,277,534,602,600,742
141,667,762,346,277,535,602,600,742
142,670,765,345,276,534,602,599,742
143,671,765,344,276,534,602,599,742
144,669,764,345,277,535,602,599,742
145,669,764,347,276,535,602,599,743
146,669,764,346,276,534,602,599,742
147,666,761,346,277,535,603,600,743
148,667,762,345,277,535,603,600,743
149,667,762,347,277,535,603,601,743
150,667,761,347,277,535,604,600,743
151,670,765,346,277,535,603,600,743
152,666,761,345,277,535,603,600,743
153,667,762,346,276,535,603,601,743
154,669,764,345,276,534,603,600,743
155,669,764,345,277,535,603,600,743
156,669,764,347,277,534,603,600,743
157,667,762,345,277,535,603,600,744
158,669,765,345,277,535,603,600,742
159,669,764,345,277,535,603,600,743
160,669,764,345,277,535,603,600,743
161,666,761,347,277,535,603,600,743
162,667,762,345,277,535,603,600,743
163,667,762,346,277,536,604,601,743
164,666,760,347,277,536,603,601,744
165,670,766,345,277,535,603,600,743
166,669,765,344,276,534,603,600,743
167,667,763,346,277,535,604,600,743
168,669,765,345,276,535,603,600,743
169,669,765,345,277,535,603,601,743
170,669,764,346,277,535,603,601,743
171,668,764,346,277,535,604,601,743
172,669,765,344,276,535,603,600,743
173,668,764,346,277,535,603,601,743
174,669,765,345,277,535,604,600,743
175,671,766,345,276,535,603,600,742
176,668,763,345,276,535,604,601,743
177,667,761,345,277,535,603,601,743
178,666,761,347,277,536,604,601,744
179,666,761,345,277,535,604,601,744
180,667,761,347,276,535,604,601,744
181,669,764,344,277,535,603,600,743
182,669,764,344,276,534,603,601,743
183,669,765,345,275,535,603,600,744
184,667,761,346,277,535,604,601,744
185,668,763,346,277,535,603,601,744
186,668,764,347,276,535,604,601,743
187,669,765,344,276,534,603,601,743
188,668,764,344,277,535,604,601,743
189,670,765,346,277,535,603,600,743
190,668,764,344,276,535,603,601,743
191,667,763,347,276,535,604,601,743
192,666,761,347,277,535,604,601,744
193,667,762,347,276,536,604,601,744
194,666,760,346,277,536,604,602,744
195,666,760,346,277,535,605,601,744
196,667,763,347,276,535,604,601,744
197,669,764,346,277,535,604,601,743
198,667,763,345,277,534,604,601,744
199,666,762,345,277,535,604,601,744
200,669,764,346,277,535,604,601,744
201,666,761,347,276,535,604,601,744
202,669,764,344,276,534,604,601,743
203,666,760,346,277,535,604,601,744
204,665,760,346,277,535,605,601,744
205,667,764,345,276,534,604,601,744
206,666,761,347,277,536,604,601,744
207,666,763,347,276,535,604,602,744
208,666,761,346,276,536,604,601,744
209,666,760,345,276,535,604,602,744
210,666,762,344,276,535,604,601,743
211,668,764,344,277,535,604,600,743
212,668,764,346,276,535,604,600,743
213,666,761,346,277,535,604,601,744
214,667,763,346,276,535,604,601,743
215,667,763,345,276,535,603,601,743
216,667,763,347,276,534,604,601,744
217,665,759,346,277,535,605,601,744
218,666,759,344,276,536,604,601,744
219,667,763,345,276,535,604,600,743
220,666,761,346,276,535,604,602,743
221,667,761,346,276,535,604,601,744
222,667,761,345,277,535,604,601,743
223,668,764,344,276,535,604,601,743
224,665,758,346,277,535,605,602,744
225,668,763,344,276,535,604,601,743
226,667,763,346,276,534,604,601,744
227,668,763,344,276,535,604,601,744
228,665,759,346,276,536,604,602,744
229,667,762,345,277,535,604,601,743
230,666,762,345,276,535,605,601,744
231,666,762,346,276,535,605,602,744
232,665,760,345,276,535,604,601,744
233,665,760,347,276,535,604,601,743
234,665,760,346,276,535,604,601,744
235,666,762,344,277,534,604,601,743
236,667,762,344,277,534,604,601,743
237,666,762,344,276,534,604,601,744
238,664,759,344,276,535,605,601,743
239,666,762,345,276,535,605,601,743
240,666,762,345,276,534,604,601,743
241,667,763,344,276,534,605,601,743
242,666,761,346,276,535,604,601,743
243,665,760,346,276,534,604,601,743
244,667,763,346,276,535,604,600,743
245,665,761,345,276,534,604,601,743
246,665,760,346,277,535,604,601,743
247,665,760,345,276,535,605,601,743
248,666,761,344,276,535,604,601,743
249,667,762,345,277,534,604,600,743
250,664,760,344,276,535,604,601,743
251,666,762,344,276,534,604,601,743
252,665,761,346,276,535,604,601,743
253,665,761,344,276,535,604,601,743
254,664,758,347,276,535,605,602,744
255,665,760,346,276,535,604,601,743
256,666,761,344,276,534,605,601,743
257,665,760,344,276,534,604,601,743
258,666,761,345,276,534,604,601,743
259,666,762,345,276,534,604,601,743
260,667,762,344,276,534,604,601,743
261,665,761,346,276,535,604,601,743
262,665,761,344,276,534,604,601,743
263,665,760,346,276,535,604,601,743
264,665,760,346,276,534,604,601,743
265,665,760,346,277,534,604,601,743
266,666,762,344,276,534,604,601,743
267,664,760,344,276,535,604,601,743
268,664,759,347,277,535,604,601,743
269,666,761,345,276,534,604,601,743
270,665,760,345,276,534,604,601,743
271,664,760,346,276,535,604,601,743
272,664,759,344,277,534,605,600,743
273,665,760,344,276,534,604,601,743
274,667,762,344,276,534,603,600,743
275,664,758,345,276,535,604,601,743
276,664,760,344,276,534,604,600,743
277,665,760,344,276,534,604,601,743
278,663,757,344,276,535,605,601,743
279,664,757,346,276,535,605,601,743
280,665,761,344,277,534,604,601,743
281,665,759,346,277,535,604,601,743
282,664,759,346,276,534,604,601,743
283,663,757,346,276,534,604,601,743
284,664,759,344,276,534,604,601,743
285,664,759,345,276,534,604,600,743
286,664,759,346,276,534,604,601,743
287,666,761,346,276,534,604,600,742
288,666,761,345,276,533,604,600,742
289,664,760,344,276,534,604,600,743
290,664,759,346,276,534,605,600,743
291,664,760,344,276,533,604,600,743
292,664,759,345,277,535,604,600,743
293,666,762,344,276,534,604,600,742
294,666,762,343,276,533,604,600,742
295,664,759,345,276,534,604,600,743
296,663,757,344,276,534,604,601,743
297,664,759,344,276,534,604,600,743
298,663,758,343,276,534,604,600,743
299,663,759,343,276,534,604,600,743
300,664,759,344,276,534,604,600,742
301,664,759,344,276,534,604,600,743
302,666,762,346,276,533,604,600,742
303,667,763,346,276,533,604,599,742
304,666,761,346,276,534,604,600,742
305,667,762,345,276,534,604,600,742
306,663,757,343,276,534,604,600,743
307,665,760,343,276,534,604,600,742
308,668,763,344,275,533,603,600,742
309,667,763,344,275,533,604,600,741
310,663,758,346,276,534,604,600,742
311,663,758,345,276,534,604,600,743
312,663,759,343,276,534,604,600,743
313,663,758,345,276,534,605,600,743
314,663,758,344,276,534,604,600,742
315,664,760,344,276,534,604,600,742
316,663,759,344,276,534,604,601,742
317,663,759,344,276,534,604,600,742
318,664,759,346,276,533,604,600,742
319,664,760,345,276,534,604,600,742
320,664,759,343,276,534,604,600,742
321,663,758,345,275,534,604,600,742
322,663,759,345,276,534,604,600,743
323,664,759,344,276,534,604,600,742
324,663,758,345,276,535,604,600,742
325,663,757,343,276,534,605,600,743
326,663,756,344,276,534,604,601,743
327,663,758,344,276,534,604,600,742
328,664,760,343,276,533,604,600,742
329,663,758,345,276,534,604,600,742
330,667,762,344,276,533,603,599,741
331,664,759,343,276,533,604,600,742
332,667,762,344,276,533,604,600,741
333,663,758,345,276,534,604,600,742
334,662,756,345,276,534,604,600,742
335,663,758,344,276,534,605,600,743
336,663,758,343,276,534,604,600,742
337,663,758,345,275,534,604,600,742
338,662,758,345,276,533,604,600,742
339,663,758,343,276,533,603,600,742
340,663,759,344,276,534,604,600,741
341,664,759,345,275,534,604,599,742
342,666,761,343,275,533,603,599,741
343,663,758,345,276,533,604,600,742
344,667,762,344,275,534,603,599,741
345,667,761,344,276,533,603,599,741
346,662,756,345,276,533,605,600,742
347,663,758,345,276,534,604,600,742
348,662,757,344,276,534,604,600,742
349,663,758,345,275,534,604,600,742
350,662,756,343,276,534,604,600,742
351,662,755,343,276,534,604,600,742
352,663,758,344,275,533,604,600,741
353,663,758,344,276,533,604,600,742
354,662,756,343,276,534,604,600,742
355,662,755,343,276,534,604,600,742
356,665,760,343,276,533,604,599,741
357,663,758,343,275,533,603,600,741
358,666,761,343,276,533,603,599,740
359,667,761,345,275,533,603,599,741
360,663,758,343,275,533,604,599,741
361,663,758,345,276,533,604,599,742
362,663,757,344,275,534,604,599,741
363,662,757,345,275,533,604,600,741
364,662,758,343,275,534,604,600,741
365,663,758,343,275,533,604,599,741
366,667,761,344,275,533,603,598,741
367,662,757,346,276,534,604,600,742
368,664,760,345,275,533,603,600,741
369,665,761,343,276,533,603,599,741
370,662,757,344,276,534,604,599,741
371,667,761,343,275,533,602,599,740
372,663,757,344,276,533,604,600,741
373,662,758,345,275,533,603,600,741
374,662,757,344,276,534,604,599,742
375,661,756,345,275,534,604,600,742
376,661,755,346,276,534,604,600,742
377,662,757,344,276,534,604,599,742
378,663,758,346,276,534,603,600,741
379,663,757,345,276,533,604,599,741
380,667,761,343,275,533,603,598,740
381,667,761,343,275,532,603,598,741
382,667,761,345,275,533,602,598,741
383,667,760,343,275,533,603,599,743
384,666,760,344,275,532,602,599,742
385,661,755,345,276,534,604,599,742
386,661,756,345,275,533,604,600,741
387,661,757,343,275,533,603,599,741
388,662,758,344,275,533,604,599,741
389,662,756,345,275,534,603,599,741
390,662,756,345,275,533,604,599,741
391,662,756,343,276,534,604,599,741
392,662,757,344,275,533,604,599,740
393,663,758,344,275,533,603,599,741
394,664,759,343,275,533,604,599,740
395,666,760,343,275,533,602,599,742
396,666,759,342,275,532,602,599,743
397,666,761,343,275,532,603,598,740
398,666,760,344,275,533,603,598,739
399,666,759,344,275,532,602,599,742
400,662,755,344,275,534,604,599,741
401,661,755,344,275,534,604,599,741
402,662,756,343,275,534,603,599,741
403,661,756,345,275,533,603,599,741
404,661,755,343,275,533,604,599,740
405,661,754,345,276,534,604,599,742
406,662,759,343,275,533,603,599,740
407,661,756,345,275,534,603,599,740
408,663,757,343,276,533,603,599,740
409,662,757,345,275,533,603,600,741
410,666,759,345,275,532,602,598,742
411,666,760,344,275,532,602,598,741
412,666,760,344,275,532,603,598,740
413,661,755,345,276,533,603,599,741
414,662,757,344,275,534,603,599,740
415,666,760,342,275,532,602,598,740
416,666,760,343,275,532,602,598,740
417,661,755,345,275,533,604,599,740
418,666,760,344,276,533,602,598,739
419,661,756,345,275,533,603,599,741
420,662,757,343,275,533,603,599,740
421,662,756,345,275,534,603,599,741
422,662,756,344,275,533,603,599,740
